path_depth,path_encoded_chars,query_param_count,query_special_chars,suspicious_path,header_count,user_agent_length,body_contains_code,body_special_chars_ratio,ip_attack_rate,ip_request_count,is_high_risk_ip,hour,day_of_week,is_business_hours,is_night_time,request_freq_per_hour,has_url_encoding,has_double_encoding,has_directory_traversal,label
-0.7426497843348303,-0.13791354507088877,-0.35476096998201945,-0.16100524020796358,0.47692609032577155,-1.7662822742140951,0.3583711147484436,-0.186263809888808,-0.9566078417423103,0.5480306921850348,0.6757265880214702,0.6155686242676732,3.3179493663373765,-2.7920620382147754,-0.636807579280722,-0.18310313195303962,-1.0031108224559453,-0.19288542737715517,-0.04330127018922193,-0.04145457136755384,0
2.055816610326037,-0.13791354507088877,-0.35476096998201945,-0.16100524020796358,2.4014384195698537,-2.0872834204879434,-3.872064333053533,5.368729441306713,2.0984102500449664,0.8838302598482646,-1.6225558221476446,0.6155686242676732,-0.1172805776839353,-2.7920620382147754,1.570333068474948,-0.18310313195303962,-1.1505905215902528,-0.19288542737715517,-0.04330127018922193,-0.04145457136755384,1
-1.8620363421991772,-0.13791354507088877,-0.35476096998201945,-0.16100524020796358,-1.4475862389183107,-0.000775969707929743,-1.0077069986042781,-0.186263809888808,-0.9566078417423103,-1.6131842591578347,-1.3003617466616353,-1.6245142467903975,-0.1172805776839353,-2.7920620382147754,1.570333068474948,-0.18310313195303962,-1.126347283376394,-0.19288542737715517,-0.04330127018922193,-0.04145457136755384,0
-1.8620363421991772,-0.13791354507088877,-0.35476096998201945,-0.16100524020796358,-1.4475862389183107,-0.000775969707929743,-1.0077069986042781,-0.186263809888808,-0.9566078417423103,-1.6131842591578347,-1.3003617466616353,-1.6245142467903975,-0.1172805776839353,-2.7920620382147754,1.570333068474948,-0.18310313195303962,-1.126347283376394,-0.19288542737715517,-0.04330127018922193,-0.04145457136755384,0
0.93643005246169,-0.13791354507088877,1.1678142238096196,-0.16100524020796358,0.47692609032577155,-0.16127654284485385,-1.0077069986042781,-0.186263809888808,-0.9566078417423103,-1.6131842591578347,-1.3003617466616353,-1.6245142467903975,-0.1172805776839353,-2.7920620382147754,1.570333068474948,-0.18310313195303962,-1.126347283376394,-0.19288542737715517,-0.04330127018922193,-0.04145457136755384,0
0.93643005246169,-0.13791354507088877,1.1678142238096196,-0.16100524020796358,0.47692609032577155,-0.16127654284485385,-1.0077069986042781,-0.186263809888808,-0.9566078417423103,-1.6131842591578347,-1.3003617466616353,-1.6245142467903975,-0.1172805776839353,-2.7920620382147754,1.570333068474948,-0.18310313195303962,-1.126347283376394,-0.19288542737715517,-0.04330127018922193,-0.04145457136755384,0
-1.8620363421991772,-0.13791354507088877,-0.35476096998201945,-0.16100524020796358,-1.4475862389183107,-0.16127654284485385,-1.0077069986042781,-0.186263809888808,-0.9566078417423103,-1.6131842591578347,-1.3003617466616353,-1.6245142467903975,-0.1172805776839353,-2.7920620382147754,1.570333068474948,-0.18310313195303962,-1.126347283376394,-0.19288542737715517,-0.04330127018922193,-0.04145457136755384,0
0.93643005246169,-0.13791354507088877,1.1678142238096196,-0.16100524020796358,0.47692609032577155,-0.4822776891187021,-1.0077069986042781,-0.186263809888808,-0.9566078417423103,-1.6131842591578347,-1.3003617466616353,-1.6245142467903975,-0.1172805776839353,-2.7920620382147754,1.570333068474948,-0.18310313195303962,-1.126347283376394,-0.19288542737715517,-0.04330127018922193,-0.04145457136755384,0
-1.8620363421991772,-0.13791354507088877,-0.35476096998201945,-0.16100524020796358,-1.4475862389183107,-2.568785139898716,-4.533069871772592,-0.186263809888808,-0.9566078417423103,-1.1403276891134904,-1.6490520454606388,-1.6245142467903975,-1.0541614715079295,0.35815823083909526,-0.636807579280722,-0.18310313195303962,-1.182914839208731,-0.19288542737715517,-0.04330127018922193,-0.04145457136755384,0
1.4961233313938633,-0.13791354507088877,1.1678142238096196,-0.16100524020796358,-1.4475862389183107,-1.4452811279402469,-1.0077069986042781,-0.186263809888808,-0.9566078417423103,-1.6131842591578347,-1.3003617466616353,-1.6245142467903975,-0.1172805776839353,-2.7920620382147754,1.570333068474948,-0.18310313195303962,-1.126347283376394,-0.19288542737715517,-0.04330127018922193,-0.04145457136755384,0
0.93643005246169,-0.13791354507088877,1.1678142238096196,-0.16100524020796358,0.47692609032577155,-0.321777115981778,-1.0077069986042781,-0.186263809888808,-0.9566078417423103,-1.6131842591578347,-1.3003617466616353,-1.6245142467903975,-0.1172805776839353,-2.7920620382147754,1.570333068474948,-0.18310313195303962,-1.126347283376394,-0.19288542737715517,-0.04330127018922193,-0.04145457136755384,0
-1.8620363421991772,-0.13791354507088877,-0.35476096998201945,-0.16100524020796358,-1.4475862389183107,-0.321777115981778,-1.0077069986042781,-0.186263809888808,-0.9566078417423103,-1.6131842591578347,-1.3003617466616353,-1.6245142467903975,-0.1172805776839353,-2.7920620382147754,1.570333068474948,-0.18310313195303962,-1.126347283376394,-0.19288542737715517,-0.04330127018922193,-0.04145457136755384,0
0.93643005246169,-0.13791354507088877,1.1678142238096196,-0.16100524020796358,0.47692609032577155,-0.16127654284485385,-1.0077069986042781,-0.186263809888808,-0.9566078417423103,-1.6131842591578347,-1.3003617466616353,-1.6245142467903975,-0.1172805776839353,-2.7920620382147754,1.570333068474948,-0.18310313195303962,-1.126347283376394,-0.19288542737715517,-0.04330127018922193,-0.04145457136755384,0
-1.8620363421991772,-0.13791354507088877,-0.35476096998201945,-0.16100524020796358,-1.4475862389183107,-0.000775969707929743,-1.0077069986042781,-0.186263809888808,-0.9566078417423103,-1.6131842591578347,-1.3003617466616353,-1.6245142467903975,-0.1172805776839353,-2.7920620382147754,1.570333068474948,-0.18310313195303962,-1.126347283376394,-0.19288542737715517,-0.04330127018922193,-0.04145457136755384,0
0.93643005246169,-0.13791354507088877,1.1678142238096196,-0.16100524020796358,0.47692609032577155,-0.16127654284485385,-1.0077069986042781,-0.186263809888808,-0.9566078417423103,-1.6131842591578347,-1.3003617466616353,-1.6245142467903975,-0.1172805776839353,-2.7920620382147754,1.570333068474948,-0.18310313195303962,-1.126347283376394,-0.19288542737715517,-0.04330127018922193,-0.04145457136755384,0
-1.8620363421991772,-0.13791354507088877,-0.35476096998201945,-0.16100524020796358,-1.4475862389183107,-0.000775969707929743,-1.0077069986042781,-0.186263809888808,-0.9566078417423103,-1.6131842591578347,-1.3003617466616353,-1.6245142467903975,-0.1172805776839353,-2.7920620382147754,1.570333068474948,-0.18310313195303962,-1.126347283376394,-0.19288542737715517,-0.04330127018922193,-0.04145457136755384,0
1.4961233313938633,-0.13791354507088877,1.1678142238096196,-0.16100524020796358,-1.4475862389183107,-0.321777115981778,-1.0077069986042781,-0.186263809888808,-0.9566078417423103,-1.6131842591578347,-1.3003617466616353,-1.6245142467903975,0.8196003161400589,-2.7920620382147754,1.570333068474948,-0.18310313195303962,-1.099410352027662,-0.19288542737715517,-0.04330127018922193,-0.04145457136755384,0
0.93643005246169,-0.13791354507088877,1.1678142238096196,-0.16100524020796358,0.47692609032577155,-0.16127654284485385,-1.0077069986042781,-0.186263809888808,-0.9566078417423103,-1.6131842591578347,-1.3003617466616353,-1.6245142467903975,-0.1172805776839353,-2.7920620382147754,1.570333068474948,-0.18310313195303962,-1.126347283376394,-0.19288542737715517,-0.04330127018922193,-0.04145457136755384,0
-1.8620363421991772,-0.13791354507088877,-0.35476096998201945,-0.16100524020796358,-1.4475862389183107,-0.000775969707929743,-1.0077069986042781,-0.186263809888808,-0.9566078417423103,-1.6131842591578347,-1.3003617466616353,-1.6245142467903975,-0.1172805776839353,-2.7920620382147754,1.570333068474948,-0.18310313195303962,-1.126347283376394,-0.19288542737715517,-0.04330127018922193,-0.04145457136755384,0
-1.8620363421991772,-0.13791354507088877,-0.35476096998201945,-0.16100524020796358,-1.4475862389183107,-0.000775969707929743,-1.0077069986042781,-0.186263809888808,-0.9566078417423103,-1.6131842591578347,-1.3003617466616353,-1.6245142467903975,-0.1172805776839353,-2.7920620382147754,1.570333068474948,-0.18310313195303962,-1.126347283376394,-0.19288542737715517,-0.04330127018922193,-0.04145457136755384,0
-1.8620363421991772,-0.13791354507088877,-0.35476096998201945,-0.16100524020796358,-1.4475862389183107,-0.321777115981778,-1.0077069986042781,-0.186263809888808,-0.9566078417423103,-1.6131842591578347,-1.3003617466616353,-1.6245142467903975,-0.1172805776839353,-2.7920620382147754,1.570333068474948,-0.18310313195303962,-1.126347283376394,-0.19288542737715517,-0.04330127018922193,-0.04145457136755384,0
-1.8620363421991772,-0.13791354507088877,-0.35476096998201945,-0.16100524020796358,-1.4475862389183107,-0.321777115981778,-1.0077069986042781,-0.186263809888808,-0.9566078417423103,-1.6131842591578347,-1.3003617466616353,-1.6245142467903975,-0.1172805776839353,-2.7920620382147754,1.570333068474948,-0.18310313195303962,-1.126347283376394,-0.19288542737715517,-0.04330127018922193,-0.04145457136755384,0
0.93643005246169,-0.13791354507088877,1.1678142238096196,-0.16100524020796358,0.47692609032577155,-0.4822776891187021,-1.0077069986042781,-0.186263809888808,-0.9566078417423103,-1.6131842591578347,-1.3003617466616353,-1.6245142467903975,-0.1172805776839353,-2.7920620382147754,1.570333068474948,-0.18310313195303962,-1.126347283376394,-0.19288542737715517,-0.04330127018922193,-0.04145457136755384,0
-1.8620363421991772,-0.13791354507088877,-0.35476096998201945,-0.16100524020796358,-1.4475862389183107,-1.7662822742140951,-4.533069871772592,-0.186263809888808,-0.9566078417423103,-1.6131842591578347,-1.651701667791938,-1.6245142467903975,-0.1172805776839353,-2.7920620382147754,1.570333068474948,-0.18310313195303962,-1.1862819556273225,-0.19288542737715517,-0.04330127018922193,-0.04145457136755384,0
0.93643005246169,-0.13791354507088877,-0.35476096998201945,-0.16100524020796358,2.4014384195698537,-1.7662822742140951,-3.872064333053533,5.368729441306713,2.0984102500449664,1.6968117311525759,-1.6294448402090231,0.6155686242676732,0.8196003161400589,0.35815823083909526,1.570333068474948,-0.18310313195303962,-1.157998177711154,-0.19288542737715517,-0.04330127018922193,-0.04145457136755384,1
0.93643005246169,-0.13791354507088877,1.1678142238096196,-0.16100524020796358,0.47692609032577155,-0.4822776891187021,-1.0077069986042781,-0.186263809888808,-0.9566078417423103,-1.6131842591578347,-1.3003617466616353,-1.6245142467903975,-0.1172805776839353,-2.7920620382147754,1.570333068474948,-0.18310313195303962,-1.126347283376394,-0.19288542737715517,-0.04330127018922193,-0.04145457136755384,0
-1.8620363421991772,-0.13791354507088877,-0.35476096998201945,-0.16100524020796358,-1.4475862389183107,-0.321777115981778,-1.0077069986042781,-0.186263809888808,-0.9566078417423103,-1.6131842591578347,-1.3003617466616353,-1.6245142467903975,-0.1172805776839353,-2.7920620382147754,1.570333068474948,-0.18310313195303962,-1.126347283376394,-0.19288542737715517,-0.04330127018922193,-0.04145457136755384,0
-1.8620363421991772,-0.13791354507088877,-0.35476096998201945,-0.16100524020796358,-1.4475862389183107,-0.321777115981778,-1.0077069986042781,-0.186263809888808,-0.9566078417423103,-1.6131842591578347,-1.3003617466616353,-1.6245142467903975,-0.1172805776839353,-2.7920620382147754,1.570333068474948,-0.18310313195303962,-1.126347283376394,-0.19288542737715517,-0.04330127018922193,-0.04145457136755384,0
-1.8620363421991772,-0.13791354507088877,-0.35476096998201945,-0.16100524020796358,-1.4475862389183107,-0.321777115981778,-1.0077069986042781,-0.186263809888808,-0.9566078417423103,-1.6131842591578347,-1.3003617466616353,-1.6245142467903975,-0.1172805776839353,-2.7920620382147754,1.570333068474948,-0.18310313195303962,-1.126347283376394,-0.19288542737715517,-0.04330127018922193,-0.04145457136755384,0
-1.8620363421991772,-0.13791354507088877,-0.35476096998201945,-0.16100524020796358,-1.4475862389183107,-0.000775969707929743,-1.0077069986042781,-0.186263809888808,-0.9566078417423103,-1.6131842591578347,-1.3003617466616353,-1.6245142467903975,-0.1172805776839353,-2.7920620382147754,1.570333068474948,-0.18310313195303962,-1.126347283376394,-0.19288542737715517,-0.04330127018922193,-0.04145457136755384,0
-1.8620363421991772,-0.13791354507088877,-0.35476096998201945,-0.16100524020796358,-1.4475862389183107,-0.321777115981778,-1.0077069986042781,-0.186263809888808,-0.9566078417423103,-1.6131842591578347,-1.3003617466616353,-1.6245142467903975,-0.1172805776839353,-2.7920620382147754,1.570333068474948,-0.18310313195303962,-1.126347283376394,-0.19288542737715517,-0.04330127018922193,-0.04145457136755384,0
-1.8620363421991772,-0.13791354507088877,-0.35476096998201945,-0.16100524020796358,-1.4475862389183107,-0.321777115981778,-1.0077069986042781,-0.186263809888808,-0.9566078417423103,-1.6131842591578347,-1.3003617466616353,-1.6245142467903975,-0.1172805776839353,-2.7920620382147754,1.570333068474948,-0.18310313195303962,-1.126347283376394,-0.19288542737715517,-0.04330127018922193,-0.04145457136755384,0
0.93643005246169,-0.13791354507088877,1.1678142238096196,-0.16100524020796358,-1.4475862389183107,-1.9267828473510191,0.3583711147484436,-0.186263809888808,-0.9566078417423103,0.5480306921850348,0.6757265880214702,0.6155686242676732,3.3179493663373765,-2.7920620382147754,-0.636807579280722,-0.18310313195303962,-1.0031108224559453,-0.19288542737715517,-0.04330127018922193,-0.04145457136755384,0
-1.8620363421991772,-0.13791354507088877,-0.35476096998201945,-0.16100524020796358,-1.4475862389183107,-1.6057817010771709,-1.0077069986042781,-0.186263809888808,-0.9566078417423103,-1.6131842591578347,-1.3003617466616353,-1.6245142467903975,-0.1172805776839353,-2.7920620382147754,1.570333068474948,-0.18310313195303962,-1.126347283376394,-0.19288542737715517,-0.04330127018922193,-0.04145457136755384,0
0.93643005246169,-0.13791354507088877,1.1678142238096196,-0.16100524020796358,0.47692609032577155,-0.16127654284485385,0.3583711147484436,-0.186263809888808,-0.9566078417423103,-1.6131842591578347,-1.6469323475955993,-1.6245142467903975,-0.1172805776839353,-2.7920620382147754,1.570333068474948,-0.18310313195303962,-1.1802211460738579,-0.19288542737715517,-0.04330127018922193,-0.04145457136755384,0
1.4961233313938633,-0.13791354507088877,-0.35476096998201945,-0.16100524020796358,-1.4475862389183107,-0.9637794085294744,0.3583711147484436,-0.186263809888808,-0.9566078417423103,-1.6131842591578347,-1.6469323475955993,-1.6245142467903975,-0.1172805776839353,-2.7920620382147754,1.570333068474948,-0.18310313195303962,-1.1802211460738579,-0.19288542737715517,-0.04330127018922193,-0.04145457136755384,0
1.4961233313938633,-0.13791354507088877,-0.35476096998201945,-0.16100524020796358,-1.4475862389183107,-0.9637794085294744,0.3583711147484436,-0.186263809888808,-0.9566078417423103,-1.6131842591578347,-1.6469323475955993,-1.6245142467903975,-0.1172805776839353,-2.7920620382147754,1.570333068474948,-0.18310313195303962,-1.1802211460738579,-0.19288542737715517,-0.04330127018922193,-0.04145457136755384,0
1.4961233313938633,-0.13791354507088877,-0.35476096998201945,-0.16100524020796358,-1.4475862389183107,-0.9637794085294744,0.3583711147484436,-0.186263809888808,-0.9566078417423103,-1.6131842591578347,-1.6469323475955993,-1.6245142467903975,-0.1172805776839353,-2.7920620382147754,1.570333068474948,-0.18310313195303962,-1.1802211460738579,-0.19288542737715517,-0.04330127018922193,-0.04145457136755384,0
0.93643005246169,-0.13791354507088877,1.1678142238096196,-0.16100524020796358,0.47692609032577155,-0.16127654284485385,0.3583711147484436,-0.186263809888808,-0.9566078417423103,-1.6131842591578347,-1.6469323475955993,-1.6245142467903975,-0.1172805776839353,-2.7920620382147754,1.570333068474948,-0.18310313195303962,-1.1802211460738579,-0.19288542737715517,-0.04330127018922193,-0.04145457136755384,0
-1.8620363421991772,-0.13791354507088877,-0.35476096998201945,-0.16100524020796358,-1.4475862389183107,-0.000775969707929743,0.3583711147484436,-0.186263809888808,-0.9566078417423103,-1.6131842591578347,-1.6469323475955993,-1.6245142467903975,-0.1172805776839353,-2.7920620382147754,1.570333068474948,-0.18310313195303962,-1.1802211460738579,-0.19288542737715517,-0.04330127018922193,-0.04145457136755384,0
0.37673677352951657,-0.13791354507088877,1.1678142238096196,-0.16100524020796358,-1.4475862389183107,-1.9267828473510191,0.3583711147484436,-0.186263809888808,-0.9566078417423103,0.5480306921850348,0.6757265880214702,0.6155686242676732,3.3179493663373765,-2.7920620382147754,-0.636807579280722,-0.18310313195303962,-1.0031108224559453,-0.19288542737715517,-0.04330127018922193,-0.04145457136755384,0
0.93643005246169,-0.13791354507088877,1.1678142238096196,-0.16100524020796358,0.47692609032577155,-1.4452811279402469,-1.0077069986042781,-0.186263809888808,-0.9566078417423103,-1.6131842591578347,-1.3003617466616353,-1.6245142467903975,-0.1172805776839353,-2.7920620382147754,1.570333068474948,-0.18310313195303962,-1.126347283376394,-0.19288542737715517,-0.04330127018922193,-0.04145457136755384,0
